ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Qualidade dos dados georreferenciados;Código WDPA;Data da publicação no CNUC;Data da última certificação dos dados pelo Órgão Gestor
35;0000.00.0035;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA;Federal;Área de Relevante Interesse Ecológico;Category IV;RJ;1985;1985;Decreto 90.792 de 09/01/1985;Sem informação.;BARRA MANSA (RJ) - VOLTA REDONDA (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;125;125;125;;0;0;0;125;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;115907;11/10/2022 10:31:23;segunda-feira, 17 de abril de 2023
36;0000.00.0036;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL;Federal;Área de Relevante Interesse Ecológico;Category IV;SP;1985;1985;Decreto 91.889 de 05/11/1985;Sem informação.;PERUÍBE (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;359;359;400;;0;0;0;359;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;Litoral de São Paulo;Mata Atlântica;Polígono corresponde ao memorial descritivo;351720;11/10/2022 10:31:37;sexta-feira, 29 de dezembro de 2023
37;0000.00.0037;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA;Federal;Área de Relevante Interesse Ecológico;Category IV;SP;1985;1985;Decreto 91887 de 05/11/1985;Sem informação.;PERUÍBE (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;65;53;33;;0;0;0;53;0;0;12;Mata Atlântica;19,1%;Uso Sustentável;0;1;;1;1;1;;;;Litoral de São Paulo;Cinturão Verde da Cidade de São Paulo,Mata Atlântica;Polígono corresponde ao memorial descritivo;351721;11/10/2022 10:31:51;terça-feira, 18 de abril de 2023
38;0000.00.0038;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAVARI BURITI;Federal;Área de Relevante Interesse Ecológico;Category IV;AM;1985;1985;Decreto Nº 91.886 de 05/11/1985;Sem informação.;SANTO ANTÔNIO DO IÇÁ (AM);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;13.177;13.177;15.000;;13.177;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Amazônia Central;Polígono corresponde ao memorial descritivo;33831;11/10/2022 10:32:06;terça-feira, 4 de junho de 2024
39;0000.00.0039;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUEZAIS DA FOZ DO RIO MAMANGUAPE;Federal;Área de Relevante Interesse Ecológico;Category IV;PB;1985;1985;Decreto Nº 91.890 de 05/11/1985;Sem informação.;MARCAÇÃO (PB) - RIO TINTO (PB);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5.770;5.768;5.721;;0;0;0;5.768;0;0;1;Mata Atlântica;0,0%;Uso Sustentável;0;1;;1;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;10821;11/10/2022 10:32:27;quinta-feira, 17 de outubro de 2024
40;0000.00.0040;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA;Federal;Área de Relevante Interesse Ecológico;Category IV;SP;1985;1985;Decreto 91885 de 05/11/1985;Sem informação.;CAMPINAS (SP) - PAULÍNIA (SP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;242;242;252;;0;0;0;242;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;115976;11/10/2022 10:32:42;terça-feira, 31 de outubro de 2023
41;0000.00.0041;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS;Federal;Área de Relevante Interesse Ecológico;Category IV;SP;1985;1985;Decreto 90791 de 09/01/1985;Sem informação.;ARTUR NOGUEIRA (SP) - COSMÓPOLIS (SP);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;173;173;173;;0;0;0;173;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;115977;11/10/2022 10:32:57;quarta-feira, 8 de novembro de 2023
43;0000.00.0043;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS;Federal;Área de Relevante Interesse Ecológico;Category IV;AM;1985;2022;Decreto Nº 91.884 de 05/11/1985;Revisão dos limites: Outros NOTA n. 00058/2022/CPAR/PFE-ICMBIO/PGF/AGU de 25/03/2022;MANAUS (AM) - RIO PRETO DA EVA (AM);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3.336;3.336;3.288;;3.336;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;Rio Negro;;Amazônia Central;Polígono corresponde ao memorial descritivo;67692;11/10/2022 10:50:44;terça-feira, 14 de maio de 2024
44;0000.00.0044;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERINGAL NOVA ESPERANÇA;Federal;Área de Relevante Interesse Ecológico;Category IV;AC;1999;1999;Decreto S/N de 20/08/1999;Sem informação.;EPITACIOLÂNDIA (AC) - XAPURI (AC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.574;2.574;2.576;;2.574;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;351750;11/10/2022 10:51:00;segunda-feira, 16 de setembro de 2024
45;0000.00.0045;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DA ABELHA;Federal;Área de Relevante Interesse Ecológico;Category IV;SC;1996;1996;Decreto S/N de 28/05/1996;Sem informação.;VITOR MEIRELES (SC);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5.017;5.017;4.604;;0;0;0;5.017;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;115878;02/02/2011 11:49:59;quarta-feira, 21 de junho de 2023
47;0000.00.0047;;ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO;Federal;Estação Ecológica;Category Ia;PA;2005;2005;Decreto S/N de 17/02/2005;Sem informação.;ALTAMIRA (PA) - SÃO FÉLIX DO XINGU (PA);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3.373.177;3.373.177;3.373;;3.373.177;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;;Polígono corresponde ao memorial descritivo;351711;11/10/2022 10:51:13;quarta-feira, 11 de dezembro de 2024
48;0000.00.0048;;ESTAÇÃO ECOLÓGICA DE AIUABA;Federal;Estação Ecológica;Category Ia;CE;2001;2001;Decreto S/N de 06/02/2001;Sem informação.;AIUABA (CE);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;11.335;11.335;11.525;;0;11.335;0;0;0;0;0;Caatinga;0,0%;Proteção Integral;1;0;;0;0;0;GEF Terrestre-Estratégias de conservação, restauração e manejo para a biodiversidade da Caatinga, Pampa e Pantanal;;;;Caatinga;Polígono corresponde ao memorial descritivo;10846;11/10/2022 10:51:29;quinta-feira, 24 de outubro de 2024
49;0000.00.0049;;PARQUE NACIONAL DE ANAVILHANAS;Federal;Parque;Category II;AM;1981;2008;Decreto Nº 86.061 de 02/06/1981;Recategorização: Lei ordinária Nº 11.799 de 29/10/2008;MANAUS (AM) - NOVO AIRÃO (AM);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;350.240;350.240;350.018;;350.240;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;Complexo de Conservação da Amazônia Central;PARNA Anavilhanas;Baixo Rio Negro;Amazônia Central;Polígono é uma estimativa dos limites da UC;2215;11/10/2022 10:52:17;sexta-feira, 28 de março de 2025
50;0000.00.0050;;ESTAÇÃO ECOLÓGICA DE ARACURI-ESMERALDA;Federal;Estação Ecológica;Category Ia;RS;1981;1981;Decreto 86061 de 02/06/1981;Sem informação.;MUITOS CAPÕES (RS);Sim;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;277;277;273;;0;0;0;277;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;2216;11/10/2022 10:52:31;quinta-feira, 29 de novembro de 2007
52;0000.00.0052;;ESTAÇÃO ECOLÓGICA DE CARIJÓS;Federal;Estação Ecológica;Category Ia;SC;1987;1987;Decreto 94.656 de 20/07/1987;Sem informação.;FLORIANÓPOLIS (SC);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;729;712;718;;0;0;0;712;0;0;17;Mata Atlântica;2,3%;Proteção Integral;1;0;;1;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;10822;11/10/2022 10:52:47;sexta-feira, 21 de junho de 2024
53;0000.00.0053;;ESTAÇÃO ECOLÓGICA DE CUNIÃ;Federal;Estação Ecológica;Category Ia;AM, RO;2001;2010;Decreto S/Nº de 27/09/2001;Ampliação: Decreto S/N de 21/12/2007 - Ampliação: Decreto S/N de 13/03/2008 - Ampliação: Lei ordinária Nº 12.249 de 11/06/2010;CANUTAMA (AM) - HUMAITÁ (AM) - PORTO VELHO (RO);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;182.613;182.613;53.221;;182.613;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;351762;11/10/2022 10:53:03;quarta-feira, 12 de junho de 2024
54;0000.00.0054;;ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA;Federal;Estação Ecológica;Category Ia;PR;1982;1997;Decreto 87.222 de 31/05/1982;Ampliação: Decreto 93.053 de 31/07/1986 - Revisão dos limites: Lei ordinária 9.513 de 20/11/1997;GUARAQUEÇABA (PR);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4.370;4.357;13.639;;0;0;0;4.357;0;0;13;Mata Atlântica;0,3%;Proteção Integral;1;0;;1;1;1;;Reservas do Sudeste da Mata Atlântica;ESEC Guaraqueçaba;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;18738;18/10/2012 14:25:03;quarta-feira, 21 de junho de 2023
56;0000.00.0056;;ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES;Federal;Estação Ecológica;Category Ia;AM;1983;2001;Decreto 88541 de 21/07/1983;Recategorização: Portaria 375 de 11/10/2001;AMATURÁ (AM) - JUTAÍ (AM) - SANTO ANTÔNIO DO IÇÁ (AM) - TONANTINS (AM);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;289.514;289.514;284.285;;289.514;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;Amazônia Central;Polígono corresponde ao memorial descritivo;10845;11/10/2022 10:53:16;quinta-feira, 11 de fevereiro de 2016
57;0000.00.0057;;ESTAÇÃO ECOLÓGICA DE MARACÁ;Federal;Estação Ecológica;Category Ia;RR;1981;2023;Decreto Nº 86.061 de 02/06/1981;Ampliação: Decreto Nº 11.684 de 05/09/2023;ALTO ALEGRE (RR) - AMAJARI (RR);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;154.222;154.222;101.312;;154.222;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;;Polígono corresponde ao memorial descritivo;2218;11/10/2022 10:53:36;terça-feira, 14 de maio de 2024
58;0000.00.0058;;ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA;Federal;Estação Ecológica;Category Ia;AP;1981;1981;Decreto Nº 86.061 de 02/06/1981;Sem informação.;AMAPÁ (AP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;58.757;52.435;72.000;;52.435;0;0;0;0;0;6.322;Amazônia;10,8%;Proteção Integral;1;0;;1;1;1;Programa ARPA;;Estuário do Amazonas e seus Manguezais (Regional);;;Polígono corresponde ao memorial descritivo;2219;11/10/2022 10:53:49;terça-feira, 14 de maio de 2024
59;0000.00.0059;;ESTAÇÃO ECOLÓGICA DE MURICI;Federal;Estação Ecológica;Category Ia;AL;2001;2001;Decreto S/N de 28/05/2001;Sem informação.;FLEXEIRAS (AL) - MESSIAS (AL) - MURICI (AL);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6.132;6.132;6.116;;0;0;0;6.132;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;351757;11/10/2022 10:54:03;segunda-feira, 2 de dezembro de 2024
60;0000.00.0060;;ESTAÇÃO ECOLÓGICA DE NIQUIÁ;Federal;Estação Ecológica;Category Ia;RR;1985;1985;Decreto Nº 91.306 de 03/06/1985;Sem informação.;CARACARAÍ (RR);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;306.404;306.404;286.600;;306.404;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;;Polígono corresponde ao memorial descritivo;10826;11/10/2022 10:54:20;sexta-feira, 28 de março de 2025
61;0000.00.0061;;ESTAÇÃO ECOLÓGICA DE PIRAPITINGA;Federal;Estação Ecológica;Category Ia;MG;1987;1987;Decreto 94656 de 20/07/1987;Sem informação.;MORADA NOVA DE MINAS (MG);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.385;1.385;1.090;;0;0;1.385;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;10823;11/10/2022 10:54:34;quinta-feira, 29 de novembro de 2007
62;0000.00.0062;;ESTAÇÃO ECOLÓGICA DE TAIAMÃ;Federal;Estação Ecológica;Category Ia;MT;1981;2018;Decreto Nº 86.061 de 02/06/1981;Regulamentação: Resolução 02 de 03/01/2018;CÁCERES (MT) - POCONÉ (MT);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;11.555;11.555;11.200;;0;0;0;0;0;11.555;0;Pantanal;0,0%;Proteção Integral;1;0;;0;0;0;GEF Terrestre-Estratégias de conservação, restauração e manejo para a biodiversidade da Caatinga, Pampa e Pantanal;;ESEC Taiamã;;Pantanal;Polígono corresponde ao memorial descritivo;2220;11/10/2022 10:54:49;segunda-feira, 11 de setembro de 2023
63;0000.00.0063;;ESTAÇÃO ECOLÓGICA DE TAMOIOS;Federal;Estação Ecológica;Category Ia;RJ;1990;1990;Decreto 98864 de 23/01/1990;Sem informação.;ANGRA DOS REIS (RJ) - PARATY (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;8.660;289;700;;0;0;0;289;0;0;8.372;Área Marinha;96,7%;Proteção Integral;1;0;;1;1;1;;;;Bocaina;Mata Atlântica;Polígono corresponde ao memorial descritivo;116085;14/04/2011 18:11:21;quarta-feira, 25 de julho de 2012
64;0000.00.0064;;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Federal;Estação Ecológica;Category Ia;SP;1987;1987;Decreto 94656 de 20/07/1987;Sem informação.;SÃO SEBASTIÃO (SP) - UBATUBA (SP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.464;23;28;;0;0;0;23;0;0;2.440;Área Marinha;99,1%;Proteção Integral;1;0;;1;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;18739;18/10/2012 15:21:31;quarta-feira, 13 de dezembro de 2017
65;0000.00.0065;;ESTAÇÃO ECOLÓGICA DE URUÇUÍ-UNA;Federal;Estação Ecológica;Category Ia;PI;1981;1981;Decreto Nº 86.061 de 02/06/1981;Sem informação.;BAIXA GRANDE DO RIBEIRO (PI);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;129.320;129.320;135.000;;0;0;129.320;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Cerrado;Polígono corresponde ao memorial descritivo;2221;11/10/2022 10:55:06;segunda-feira, 21 de outubro de 2024
66;0000.00.0066;;ESTAÇÃO ECOLÓGICA DO CASTANHÃO;Federal;Estação Ecológica;Category Ia;CE;2001;2001;Decreto S/N de 27/09/2001;Sem informação.;ALTO SANTO (CE) - IRACEMA (CE) - JAGUARIBARA (CE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;12.574;12.574;12.579;;0;12.574;0;0;0;0;0;Caatinga;0,0%;Proteção Integral;1;0;;0;0;0;GEF Terrestre-Estratégias de conservação, restauração e manejo para a biodiversidade da Caatinga, Pampa e Pantanal;;;;;Polígono corresponde ao memorial descritivo;351766;11/10/2022 10:55:17;terça-feira, 12 de dezembro de 2023
67;0000.00.0067;;ESTAÇÃO ECOLÓGICA DO JARI;Federal;Estação Ecológica;Category Ia;AP, PA;1982;1984;Decreto Nº 87.092 de 12/04/1982;Ampliação: Decreto Nº 89.440 de 13/03/1984;ALMEIRIM (PA) - LARANJAL DO JARI (AP) - MAZAGÃO (AP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;231.113;231.113;207.370;;231.113;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;1;1;Programa ARPA;;;;;Polígono corresponde ao memorial descritivo;4891;11/10/2022 10:55:29;sexta-feira, 28 de março de 2025
68;0000.00.0068;;ESTAÇÃO ECOLÓGICA RIO ACRE;Federal;Estação Ecológica;Category Ia;AC;1981;1981;Decreto N° 88.061 de 02/06/1981;Sem informação.;ASSIS BRASIL (AC) - SENA MADUREIRA (AC);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;78.767;78.767;77.500;;78.767;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;;Polígono corresponde ao memorial descritivo;2222;11/10/2022 10:55:44;sexta-feira, 28 de março de 2025
69;0000.00.0069;;ESTAÇÃO ECOLÓGICA DO SERIDÓ;Federal;Estação Ecológica;Category Ia;RN;1982;1982;Decreto Nº 87.222 de 31/05/1982;Sem informação.;SERRA NEGRA DO NORTE (RN);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.124;1.124;1.124;;0;1.124;0;0;0;0;0;Caatinga;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Caatinga;Polígono corresponde ao memorial descritivo;5123;11/10/2022 10:55:57;terça-feira, 29 de outubro de 2024
70;0000.00.0070;;ESTAÇÃO ECOLÓGICA DO TAIM;Federal;Estação Ecológica;Category Ia;RS;1986;2017;Decreto nº 92.963 de 21/07/1986;Ampliação: Decreto S/N de 05/06/2017;RIO GRANDE (RS) - SANTA VITÓRIA DO PALMAR (RS);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;32.806;32.806;10.939;;0;0;0;0;32.806;0;0;Pampa;0,0%;Proteção Integral;1;0;;0;1;1;;;ESEC Taim;;Mata Atlântica;Polígono corresponde ao memorial descritivo;7908;11/10/2022 10:56:08;quarta-feira, 13 de setembro de 2023
71;0000.00.0071;;ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;Federal;Estação Ecológica;Category Ia;SP;1986;1986;Decreto 92964 de 21/07/1986;Sem informação.;CANANÉIA (SP) - ITANHAÉM (SP) - PERUÍBE (SP);Sim;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.728;31;43;;0;0;0;31;0;0;1.697;Área Marinha;98,2%;Proteção Integral;1;0;;1;1;1;;;;Litoral de São Paulo;Cinturão Verde da Cidade de São Paulo,Mata Atlântica;Polígono é uma estimativa dos limites da UC;18740;11/10/2022 10:56:21;quinta-feira, 27 de setembro de 2007
72;0000.00.0072;;ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ;Federal;Estação Ecológica;Category Ia;AM;1983;2001;Decreto N° 88.542 de 21/07/1983;Recategorização: Decreto Nº 91.307 de 03/06/1985 - Ampliação: Portaria Nº 374 de 11/10/2001;JAPURÁ (AM);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;831.356;831.356;572.650;;831.356;0;0;0;0;0;0;Amazônia;0,0%;Proteção Integral;1;0;;0;0;0;Programa ARPA;;;;Amazônia Central;Polígono corresponde ao memorial descritivo;10830;11/10/2022 10:56:34;sexta-feira, 28 de março de 2025
73;0000.00.0073;;ESTAÇÃO ECOLÓGICA MICO LEÃO PRETO;Federal;Estação Ecológica;Category Ia;SP;2002;2004;Decreto S/N de 16/07/2002;Ampliação: Decreto S/N de 14/05/2004;EUCLIDES DA CUNHA PAULISTA (SP) - MARABÁ PAULISTA (SP) - PRESIDENTE EPITÁCIO (SP) - TEODORO SAMPAIO (SP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6.681;6.681;1.500;;0;0;0;6.681;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;351728;11/10/2022 10:56:50;quinta-feira, 6 de abril de 2023
74;0000.00.0074;;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Federal;Estação Ecológica;Category Ia;BA;1984;2001;Decreto Nº 89.268 de 03/01/1984;Recategorização: Portaria Nº 373 de 11/10/2001;JEREMOABO (BA) - PAULO AFONSO (BA) - RODELAS (BA);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;104.723;104.723;99.772;;0;104.723;0;0;0;0;0;Caatinga;0,0%;Proteção Integral;1;0;;0;0;0;GEF Terrestre-Estratégias de conservação, restauração e manejo para a biodiversidade da Caatinga, Pampa e Pantanal;;;;Caatinga;Polígono corresponde ao memorial descritivo;10842;11/10/2022 10:57:05;terça-feira, 29 de outubro de 2024
75;0000.00.0075;;ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS;Federal;Estação Ecológica;Category Ia;MT;1982;1982;Decreto 87222 de 31/05/1982;Sem informação.;CÁCERES (MT) - PORTO ESTRELA (MT);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;27.159;27.159;28.700;;0;0;27.159;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Pantanal;Polígono corresponde ao memorial descritivo;555512220;11/10/2022 10:57:21;segunda-feira, 2 de abril de 2018
76;0000.00.0076;;ESTAÇÃO ECOLÓGICA SERRA GERAL DO TOCANTINS;Federal;Estação Ecológica;Category Ia;BA, TO;2001;2001;Decreto sem número de 27/09/2001;Sem informação.;ALMAS (TO) - FORMOSA DO RIO PRETO (BA) - MATEIROS (TO) - PONTE ALTA DO TOCANTINS (TO) - RIO DA CONCEIÇÃO (TO);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;707.092;707.092;716.306;;0;0;707.092;0;0;0;0;Cerrado;0,0%;Proteção Integral;1;0;;0;0;0;;;;Jalapão;Cerrado;Polígono corresponde ao memorial descritivo;351751;11/10/2022 10:57:39;terça-feira, 12 de setembro de 2023
77;0000.00.0077;;FLORESTA NACIONAL DE ASSUNGUI;Federal;Floresta;Category VI;PR;1968;1968;Portaria 559 de 25/10/1968;Sem informação.;CAMPO LARGO (PR);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;491;491;728;;0;0;0;491;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;478413;11/10/2022 10:57:51;terça-feira, 18 de abril de 2023
78;0000.00.0078;;FLORESTA NACIONAL DE CAÇADOR;Federal;Floresta;Category VI;SC;1968;1968;Portaria 560 de 25/10/1968;Sem informação.;CAÇADOR (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;707;707;710;;0;0;0;707;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;10809;11/10/2022 10:58:04;segunda-feira, 24 de setembro de 2007
79;0000.00.0079;;FLORESTA NACIONAL DE CAPÃO BONITO;Federal;Floresta;Category VI;SP;1968;1968;Portaria nº 558 de 25/10/1968;Deliberação: Resolução nº 13 de 01/04/1944 - Alteração de nome: Outros S/N de 20/03/1953;BURI (SP) - CAPÃO BONITO (SP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4.317;4.317;4.344;;0;0;3.380;937;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;351722;11/10/2022 10:58:22;quinta-feira, 24 de outubro de 2024
80;0000.00.0080;;FLORESTA NACIONAL DE CHAPECÓ;Federal;Floresta;Category VI;SC;1968;1968;Portaria 560 de 25/10/1968;Sem informação.;CHAPECÓ (SC) - GUATAMBÚ (SC);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.604;1.604;1.606;;0;0;0;1.604;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;351717;07/10/2010 17:50:03;quarta-feira, 26 de setembro de 2007
